Status,Sharpe,Fitness,Returns(%),Drawdown(%),Margin(bps),Turnover(%),Universe,Delay,Decay,Neutralization,FailedChecks,Code
HTTP_400,,,,,,,TOP1000,0,8,INDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(inverse_peg_ratio, 60), 90)) - rank(ts_rank(volume, 20))), bucket(rank(cap), range=""0, 1, 0.1"")), 3))"
HTTP_400,,,,,,,TOP1000,0,2,SUBINDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(inverse_peg_ratio_2_emmodel, 60), 90)) - rank(ts_rank(volume, 20))), bucket(rank(cap), range=""0, 1, 0.1"")), 3))"
HTTP_400,,,,,,,TOP1000,0,2,INDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(depre_amort, 60), 90)) - rank(ts_rank(volume, 20))), bucket(rank(cap), range=""0, 1, 0.1"")), 3))"
HTTP_400,,,,,,,TOP3000,0,10,SUBINDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(fnd6_mfma2_oancf, 60), 90)) - rank(ts_rank(returns, 20))), bucket(rank(cap), range=""0, 1, 0.1"")), 10))"
HTTP_400,,,,,,,TOP3000,0,10,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(mdl177_2_earningsqualityfactor_salegpm, 60), 90)) - rank(ts_rank(returns, 20))), bucket(rank(cap), range=""0, 1, 0.1"")), 10))"
HTTP_400,,,,,,,TOP3000,0,8,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(anl4_ptp_flag, 60), 90)) - rank(ts_rank(returns, 20))), bucket(rank(cap), range=""0, 1, 0.1"")), 10))"
HTTP_400,,,,,,,TOP1000,0,8,SUBINDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(mdl177_2_deepvaluefactor_cashsev, 60), 90)) - rank(ts_rank(returns, 20))), bucket(rank(cap), range=""0, 1, 0.1"")), 10))"
HTTP_400,,,,,,,TOP1000,0,2,SUBINDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(ts_backfill(mdl177_2_earningmomentumfactor400_surp, 60)), bucket(rank(cap), range=""0, 1, 0.1"")), 3))"
HTTP_400,,,,,,,TOP1000,0,5,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(ts_backfill(fcf_yield_multiplied_forward_roe, 60)), bucket(rank(cap), range=""0, 1, 0.1"")), 3))"
HTTP_400,,,,,,,TOP1000,0,3,SUBINDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(ts_backfill(mdl177_2_garpanalystmodel_qgp_valuation, 60)), bucket(rank(cap), range=""0, 1, 0.1"")), 3))"
HTTP_400,,,,,,,TOP1000,0,10,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(ts_backfill(mdl177_2_deepvaluefactor_indidivy, 60)), bucket(rank(cap), range=""0, 1, 0.1"")), 3))"
HTTP_400,,,,,,,TOP3000,0,10,SUBINDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(trade_when(ts_delta(close, 5) > ts_std_dev(close, 20), zscore(ts_backfill(mdl177_2_earningsqualityfactor_uinv, 60)), -1)), industry), 5))"
HTTP_400,,,,,,,TOP3000,0,3,INDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(trade_when(ts_delta(close, 5) > ts_std_dev(close, 20), zscore(ts_backfill(mdl177_2_garpanalystmodel_qgp_chgvaluation, 60)), -1)), industry), 5))"
HTTP_400,,,,,,,TOP3000,0,5,INDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(trade_when(ts_delta(close, 5) > ts_std_dev(close, 20), zscore(ts_backfill(inverse_peg_ratio_2, 60)), -1)), industry), 5))"
HTTP_400,,,,,,,TOP3000,0,2,INDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(trade_when(ts_delta(close, 5) > ts_std_dev(close, 20), zscore(ts_backfill(actual_eps_value_quarterly, 60)), -1)), industry), 5))"
HTTP_400,,,,,,,TOP1000,0,2,SUBINDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(fnd6_eventv110_gdwlieps12, 60), 90)) - rank(ts_rank(returns, 20))), bucket(rank(cap), range=""0, 1, 0.1"")), 10))"
FAILED,-0.0600,-0.0100,-0.2300,12.7600,-0.2500,18.3800,TOP3000,0,8,SUBINDUSTRY,LOW_SHARPE;LOW_FITNESS;SELF_CORRELATION,"-1 * normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(credit_facility_max_borrowing_2, 60), 90)) - rank(ts_rank(returns, 20))), bucket(rank(cap), range=""0, 1, 0.1"")), 2))"
FAILED,0.5300,0.2500,2.7800,14.3400,4.5600,12.1800,TOP1000,0,8,INDUSTRY,LOW_SHARPE;LOW_FITNESS;SELF_CORRELATION,"-1 * normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(credit_facility_max_borrowing_2, 60), 90)) - rank(ts_rank(volume, 20))), bucket(rank(cap), range=""0, 1, 0.1"")), 10))"
SUCCESS,-0.5500,-0.2600,-2.8500,20.3000,-4.4400,12.8500,TOP1000,0,2,INDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE,"-1 * normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(credit_facility_max_borrowing_2, 60), 90)) - rank(ts_rank(vwap, 20))), subindustry), 10))"
HTTP_504,,,,,,,TOP1000,0,10,SUBINDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(credit_facility_max_borrowing_2, 60), 90)) - rank(ts_rank(vwap, 20))), subindustry), 10))"
HTTP_504,,,,,,,TOP1000,0,8,SUBINDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(accumulated_oci_net_of_tax_value, 60), 90)) - rank(ts_rank(close, 20))), bucket(rank(ts_mean(volume, 20)), range=""0, 1, 0.1"")), 3))"
HTTP_504,,,,,,,TOP1000,0,3,INDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(abnormal_return_earnings_release, 60), 90)) - rank(ts_rank(close, 20))), bucket(rank(ts_mean(volume, 20)), range=""0, 1, 0.1"")), 3))"
METRICS_EXTRACTION_FAILED,,,,,,,TOP1000,0,2,INDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(debt_repayments_total, 60), 90)) - rank(ts_rank(close, 20))), bucket(rank(ts_mean(volume, 20)), range=""0, 1, 0.1"")), 3))"
ERROR,,,,,,,TOP3000,0,2,INDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(mdl177_2_garpanalystmodel_qgp_composite, 60), 90)) - rank(ts_rank(close, 20))), bucket(rank(ts_mean(volume, 20)), range=""0, 1, 0.1"")), 3))"
ERROR,,,,,,,TOP3000,0,2,INDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(cash_earnings_return_on_equity, 60), 90)) - rank(ts_rank(vwap, 20))), bucket(rank(cap), range=""0, 1, 0.1"")), 8))"
ERROR,,,,,,,TOP3000,0,10,INDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(mdl177_2_deepvaluefactor_f12mepssev, 60), 90)) - rank(ts_rank(vwap, 20))), bucket(rank(cap), range=""0, 1, 0.1"")), 8))"
ERROR,,,,,,,TOP3000,0,10,SUBINDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(gross_profit_margin_ttm_2, 60), 90)) - rank(ts_rank(vwap, 20))), bucket(rank(cap), range=""0, 1, 0.1"")), 8))"
ERROR,,,,,,,TOP3000,0,10,SUBINDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(cash_burn_rate, 60), 90)) - rank(ts_rank(vwap, 20))), bucket(rank(cap), range=""0, 1, 0.1"")), 8))"
ERROR,,,,,,,TOP3000,0,3,SUBINDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(trade_when(abs(returns) > (ts_std_dev(returns, 20) * 2.0), rank(ts_backfill(mdl177_2_deepvaluefactor_ebitdaev, 60)), -1)), bucket(rank(ts_mean(volume, 20)), range=""0, 1, 0.1"")), 8))"
ERROR,,,,,,,TOP1000,0,8,SUBINDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(trade_when(abs(returns) > (ts_std_dev(returns, 20) * 2.0), rank(ts_backfill(mdl177_2_5yearrelativevaluefactor_rel5yep, 60)), -1)), bucket(rank(ts_mean(volume, 20)), range=""0, 1, 0.1"")), 8))"
ERROR,,,,,,,TOP1000,0,10,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(trade_when(abs(returns) > (ts_std_dev(returns, 20) * 2.0), rank(ts_backfill(current_liabilities_to_price, 60)), -1)), bucket(rank(ts_mean(volume, 20)), range=""0, 1, 0.1"")), 8))"
FAILED,0.1000,0.0300,1.1000,33.3000,6.5000,3.3800,TOP1000,0,5,INDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE;SELF_CORRELATION,"normalize(ts_decay_linear(group_neutralize(rank(trade_when(abs(returns) > (ts_std_dev(returns, 20) * 2.0), rank(ts_backfill(eps, 60)), -1)), bucket(rank(ts_mean(volume, 20)), range=""0, 1, 0.1"")), 8))"
ERROR,,,,,,,TOP3000,0,8,SUBINDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(actual_eps_value_quarterly, 60), 90)) - rank(ts_rank(close, 20))), industry), 3))"
HTTP_504,,,,,,,TOP1000,0,8,SUBINDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(mdl177_2_deepvaluefactor_ttmfcfev, 60), 90)) - rank(ts_rank(close, 20))), industry), 3))"
HTTP_504,,,,,,,TOP3000,0,10,INDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(mdl177_2_garpanalystmodel_qgp_relpegy, 60), 90)) - rank(ts_rank(close, 20))), industry), 3))"
HTTP_504,,,,,,,TOP1000,0,10,SUBINDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(mdl177_2_deepvaluefactor_ttmepa, 60), 90)) - rank(ts_rank(close, 20))), industry), 3))"
HTTP_504,,,,,,,TOP1000,0,2,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(cash_burn_rate_v1, 60), 90)) - rank(ts_rank(volume, 20))), bucket(rank(ts_mean(volume, 20)), range=""0, 1, 0.1"")), 8))"
HTTP_504,,,,,,,TOP3000,0,3,SUBINDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(mdl177_2_garpanalystmodel_qgp_composite, 60), 90)) - rank(ts_rank(volume, 20))), bucket(rank(ts_mean(volume, 20)), range=""0, 1, 0.1"")), 8))"
HTTP_504,,,,,,,TOP1000,0,8,SUBINDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(inverse_peg_ratio, 60), 90)) - rank(ts_rank(volume, 20))), bucket(rank(ts_mean(volume, 20)), range=""0, 1, 0.1"")), 8))"
HTTP_504,,,,,,,TOP1000,0,10,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(coefficient_variation_fy2_eps, 60), 90)) - rank(ts_rank(volume, 20))), bucket(rank(ts_mean(volume, 20)), range=""0, 1, 0.1"")), 8))"
HTTP_504,,,,,,,TOP1000,0,10,INDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(rank(ts_backfill(mdl177_2_garpanalystmodel_qgp_chgvaluation, 60)) * rank(ts_backfill(sentiment_buzz_weekly, 60))), bucket(rank(ts_mean(volume, 20)), range=""0, 1, 0.1"")), 2))"
HTTP_504,,,,,,,TOP3000,0,2,SUBINDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(rank(ts_backfill(mdl177_2_garpanalystmodel_qgp_composite, 60)) * rank(ts_backfill(sentiment_buzz_weekly, 60))), bucket(rank(ts_mean(volume, 20)), range=""0, 1, 0.1"")), 2))"
HTTP_504,,,,,,,TOP3000,0,8,SUBINDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(rank(ts_backfill(inverse_peg_ratio_emmodel, 60)) * rank(ts_backfill(sentiment_buzz_weekly, 60))), bucket(rank(ts_mean(volume, 20)), range=""0, 1, 0.1"")), 2))"
HTTP_504,,,,,,,TOP3000,0,5,INDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(rank(ts_backfill(debt_maturities_repayments_year2, 60)) * rank(ts_backfill(sentiment_buzz_weekly, 60))), bucket(rank(ts_mean(volume, 20)), range=""0, 1, 0.1"")), 2))"
ERROR,,,,,,,TOP3000,0,5,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(mdl177_2_earningmomentumfactor400_surp, 60), 90)) - rank(ts_rank(vwap, 20))), bucket(rank(cap), range=""0, 1, 0.1"")), 10))"
ERROR,,,,,,,TOP1000,0,8,SUBINDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(mdl177_2_deepvaluefactor_ttmgfp, 60), 90)) - rank(ts_rank(vwap, 20))), bucket(rank(cap), range=""0, 1, 0.1"")), 10))"
ERROR,,,,,,,TOP1000,0,10,SUBINDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(inventory_change_avg_assets, 60), 90)) - rank(ts_rank(vwap, 20))), bucket(rank(cap), range=""0, 1, 0.1"")), 10))"
SUCCESS,-0.4100,-0.1700,-3.3800,25.5000,-3.3200,20.3600,TOP1000,0,2,SUBINDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE,"-1 * normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(deferred_tax_assets_valuation_allowance_value, 60), 90)) - rank(ts_rank(close, 20))), subindustry), 5))"
FAILED,0.4100,0.1700,3.3800,10.6300,3.3200,20.3600,TOP1000,0,2,SUBINDUSTRY,LOW_SHARPE;LOW_FITNESS;SELF_CORRELATION,"normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(deferred_tax_assets_valuation_allowance_value, 60), 90)) - rank(ts_rank(close, 20))), subindustry), 5))"
FAILED,0.4000,0.1400,2.1200,8.8900,2.3400,18.0900,TOP3000,0,5,INDUSTRY,LOW_SHARPE;LOW_FITNESS;SELF_CORRELATION,"normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(deferred_tax_assets_valuation_allowance_value, 60), 90)) - rank(ts_rank(returns, 20))), bucket(rank(cap), range=""0, 1, 0.1"")), 10))"
FAILED,0.5500,0.2800,3.6100,11.9400,5.1400,14.0200,TOP1000,0,3,SUBINDUSTRY,LOW_SHARPE;LOW_FITNESS;SELF_CORRELATION,"normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(deferred_tax_assets_valuation_allowance_value, 60), 90)) - rank(ts_rank(vwap, 20))), bucket(rank(cap), range=""0, 1, 0.1"")), 10))"
ERROR,,,,,,,TOP3000,0,3,INDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(mdl177_2_earningsqualityfactor_uar, 60), 90)) - rank(ts_rank(returns, 20))), bucket(rank(cap), range=""0, 1, 0.1"")), 10))"
ERROR,,,,,,,TOP3000,0,10,INDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(mdl177_2_deepvaluemodel_dvm_composite, 60), 90)) - rank(ts_rank(returns, 20))), bucket(rank(cap), range=""0, 1, 0.1"")), 10))"
FAILED,-1.4400,-0.8900,-4.8000,25.6600,-9.0900,10.5700,TOP1000,0,5,SUBINDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE;SELF_CORRELATION,"-1 * normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(eps, 60), 90)) - rank(ts_rank(returns, 20))), bucket(rank(cap), range=""0, 1, 0.1"")), 10))"
FAILED,-0.7400,-0.3800,-3.2700,20.0700,-6.0900,10.7400,TOP3000,0,5,SUBINDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE;SELF_CORRELATION,"-1 * normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(eps, 60), 90)) - rank(ts_rank(vwap, 20))), bucket(rank(cap), range=""0, 1, 0.1"")), 10))"
HTTP_504,,,,,,,TOP1000,0,10,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(coefficient_variation_fy2_eps, 60), 90)) - rank(ts_rank(returns, 20))), bucket(rank(ts_mean(volume, 20)), range=""0, 1, 0.1"")), 3))"
HTTP_504,,,,,,,TOP3000,0,3,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(mdl177_2_deepvaluefactor_cashp, 60), 90)) - rank(ts_rank(returns, 20))), bucket(rank(ts_mean(volume, 20)), range=""0, 1, 0.1"")), 3))"
HTTP_504,,,,,,,TOP1000,0,10,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(domestic_ebit_value, 60), 90)) - rank(ts_rank(returns, 20))), bucket(rank(ts_mean(volume, 20)), range=""0, 1, 0.1"")), 3))"
HTTP_504,,,,,,,TOP1000,0,8,SUBINDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(enterprise_value, 60), 90)) - rank(ts_rank(returns, 20))), bucket(rank(ts_mean(volume, 20)), range=""0, 1, 0.1"")), 3))"
HTTP_504,,,,,,,TOP3000,0,8,SUBINDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(rank(ts_backfill(mdl177_2_5yearrelativevaluefactor_rel5ydivp, 60)) * rank(ts_backfill(options_volume_flow, 60))), bucket(rank(ts_mean(volume, 20)), range=""0, 1, 0.1"")), 3))"
HTTP_504,,,,,,,TOP1000,0,8,INDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(rank(ts_backfill(distress_risk_measure, 60)) * rank(ts_backfill(options_volume_flow, 60))), bucket(rank(ts_mean(volume, 20)), range=""0, 1, 0.1"")), 3))"
HTTP_504,,,,,,,TOP3000,0,10,INDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(rank(ts_backfill(mdl177_2_deepvaluefactor_ttmfcfev, 60)) * rank(ts_backfill(options_volume_flow, 60))), bucket(rank(ts_mean(volume, 20)), range=""0, 1, 0.1"")), 3))"
HTTP_504,,,,,,,TOP3000,0,5,INDUSTRY,,"-1 * normalize(ts_decay_linear(group_neutralize(rank(rank(ts_backfill(capex, 60)) * rank(ts_backfill(options_volume_flow, 60))), bucket(rank(ts_mean(volume, 20)), range=""0, 1, 0.1"")), 3))"
HTTP_504,,,,,,,TOP1000,0,2,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(ts_backfill(mdl177_2_earningmomentumfactor400_rev1q1, 60)), bucket(rank(ts_mean(volume, 20)), range=""0, 1, 0.1"")), 3))"
ERROR,,,,,,,TOP3000,0,5,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(ts_backfill(inventory_change_avg_assets, 60)), bucket(rank(ts_mean(volume, 20)), range=""0, 1, 0.1"")), 3))"
HTTP_504,,,,,,,TOP1000,0,10,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(ts_backfill(mdl177_2_deepvaluefactor_ttmocfp, 60)), bucket(rank(ts_mean(volume, 20)), range=""0, 1, 0.1"")), 3))"
ERROR,,,,,,,TOP1000,0,8,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(ts_backfill(distress_risk_measure, 60)), bucket(rank(ts_mean(volume, 20)), range=""0, 1, 0.1"")), 3))"
ERROR,,,,,,,TOP3000,0,5,SUBINDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(ts_delta(zscore(ts_backfill(fnd6_newqeventv110_nrtxtq, 60)), 5)), bucket(rank(cap), range=""0, 1, 0.1"")), 3))"
ERROR,,,,,,,TOP3000,0,5,SUBINDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(ts_delta(zscore(ts_backfill(lagged_inverse_peg_ratio, 60)), 5)), bucket(rank(cap), range=""0, 1, 0.1"")), 3))"
FAILED,0.5200,0.1900,3.3300,9.1600,2.5500,26.1200,TOP3000,0,5,SUBINDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE;SELF_CORRELATION,"normalize(ts_decay_linear(group_neutralize(rank(ts_delta(zscore(ts_backfill(domestic_ebit_value, 60)), 5)), bucket(rank(cap), range=""0, 1, 0.1"")), 3))"
FAILED,0.1800,0.0500,1.0700,7.5400,2.3700,9.0700,TOP1000,0,10,INDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE;SELF_CORRELATION,"normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(domestic_ebit_value, 60), 90)) - rank(ts_rank(close, 20))), bucket(rank(ts_mean(volume, 20)), range=""0, 1, 0.1"")), 10))"
FAILED,-0.6000,-0.3100,-4.1000,26.5600,-5.2800,15.5100,TOP1000,0,3,INDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE;SELF_CORRELATION,"-1 * normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(assets_curr, 60), 90)) - rank(ts_rank(vwap, 20))), bucket(rank(cap), range=""0, 1, 0.1"")), 5))"
SUCCESS,-0.5600,-0.3000,-3.4900,23.2600,-6.4500,10.8200,TOP1000,0,5,SUBINDUSTRY,LOW_SHARPE;LOW_FITNESS,"-1 * normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(assets_curr, 60), 90)) - rank(ts_rank(close, 20))), subindustry), 10))"
FAILED,0.5900,0.3200,3.6700,6.6900,6.8000,10.7900,TOP1000,0,5,INDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE;SELF_CORRELATION,"normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(assets_curr, 60), 90)) - rank(ts_rank(close, 20))), subindustry), 10))"
FAILED,0.6000,0.3300,3.7500,6.5400,6.9800,10.7400,TOP1000,0,5,INDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE;SELF_CORRELATION,"normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(assets_curr, 60), 90)) - rank(ts_rank(close, 20))), bucket(rank(cap), range=""0, 1, 0.1"")), 10))"
SUCCESS,-0.3800,-0.1700,-2.3700,22.2300,-38.9900,1.2100,TOP3000,0,2,SUBINDUSTRY,LOW_SHARPE;LOW_FITNESS,"normalize(ts_decay_linear(group_neutralize(rank(trade_when(ts_std_dev(returns, 10) > 0.05, rank(ts_backfill(debt_maturities_repayments_next12m, 60)), -1)), industry), 2))"
SUCCESS,-0.0500,-0.0100,-0.4600,17.0400,-5.9300,1.5600,TOP1000,0,8,SUBINDUSTRY,LOW_SHARPE;LOW_FITNESS;CONCENTRATED_WEIGHT,"-1 * normalize(ts_decay_linear(group_neutralize(rank(trade_when(ts_std_dev(returns, 10) > 0.05, rank(ts_backfill(debt_maturities_repayments_next12m, 60)), -1)), industry), 2))"
SUCCESS,-0.3500,-0.1500,-2.1500,21.0800,-39.1000,1.1000,TOP3000,0,8,SUBINDUSTRY,LOW_SHARPE;LOW_FITNESS,"normalize(ts_decay_linear(group_neutralize(rank(trade_when(ts_std_dev(returns, 10) > 0.05, rank(ts_backfill(debt_maturities_repayments_next12m, 60)), -1)), industry), 2))"
SUCCESS,0.3600,0.1500,2.2300,15.6100,37.5100,1.1900,TOP3000,0,3,SUBINDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE,"-1 * normalize(ts_decay_linear(group_neutralize(rank(trade_when(ts_std_dev(returns, 10) > 0.05, rank(ts_backfill(debt_maturities_repayments_next12m, 60)), -1)), industry), 2))"
SUCCESS,0.0300,0.0000,0.3400,28.3700,5.2800,1.2800,TOP1000,0,5,INDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE,"normalize(ts_decay_linear(group_neutralize(rank(trade_when(abs(returns) > (ts_std_dev(returns, 20) * 2.0), rank(ts_backfill(allowance_for_doubtful_accounts_2, 60)), -1)), industry), 8))"
ERROR,,,,,,,TOP1000,0,5,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(trade_when(abs(returns) > (ts_std_dev(returns, 20) * 2.0), rank(ts_backfill(mdl177_2_deepvaluefactor_ebop, 60)), -1)), industry), 8))"
ERROR,,,,,,,TOP3000,0,8,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(trade_when(abs(returns) > (ts_std_dev(returns, 20) * 2.0), rank(ts_backfill(mdl177_2_deepvaluefactor_bp, 60)), -1)), industry), 8))"
ERROR,,,,,,,TOP3000,0,2,INDUSTRY,,"normalize(ts_decay_linear(group_neutralize(rank(trade_when(abs(returns) > (ts_std_dev(returns, 20) * 2.0), rank(ts_backfill(anl4_fcf_flag, 60)), -1)), industry), 8))"
FAILED,0.5500,0.2800,3.1700,7.4000,5.3100,11.9300,TOP3000,0,2,INDUSTRY,LOW_SHARPE;LOW_FITNESS;SELF_CORRELATION,"normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(credit_facility_outstanding_amount, 60), 90)) - rank(ts_rank(vwap, 20))), bucket(rank(cap), range=""0, 1, 0.1"")), 10))"
FAILED,0.5300,0.2400,2.6600,5.7700,4.6500,11.4200,TOP3000,0,3,SUBINDUSTRY,LOW_SHARPE;LOW_FITNESS;SELF_CORRELATION,"normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(credit_facility_outstanding_amount, 60), 90)) - rank(ts_rank(close, 20))), bucket(rank(ts_mean(volume, 20)), range=""0, 1, 0.1"")), 10))"
FAILED,0.2100,0.0600,0.9100,8.5400,2.2500,8.0800,TOP1000,0,10,INDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE;SELF_CORRELATION,"normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(credit_facility_outstanding_amount, 60), 90)) - rank(ts_rank(returns, 20))), bucket(rank(ts_mean(volume, 20)), range=""0, 1, 0.1"")), 10))"
FAILED,0.4700,0.2200,2.8600,7.4500,6.2200,9.2000,TOP1000,0,10,INDUSTRY,LOW_SHARPE;LOW_FITNESS;LOW_SUB_UNIVERSE_SHARPE;SELF_CORRELATION,"normalize(ts_decay_linear(group_neutralize(rank(rank(ts_rank(ts_backfill(credit_facility_outstanding_amount, 60), 90)) - rank(ts_rank(close, 20))), bucket(rank(cap), range=""0, 1, 0.1"")), 10))"
